"Taxon","Exclude","Hybrid","US","Standard","US_East","US_Gulf","US_West","Oligochaeta"
"Nephtys hystricis",,"II",,"II",,,,"No"
"Nephtys incisa",,"II","II","II","II",,,"No"
"Nephtys incisa bilobata",,"II",,"II",,,,"No"
"Nephtys inermis",,"II",,"II",,,,"No"
"Nephtys kersivalensis",,"II",,"II",,,,"No"
"Nephtys longosetosa",,"II",,"II",,,,"No"
"Nephtys neopolybranchia",,"III",,"III",,,,"No"
"Nephtys oligobranchia",,"II",,"II",,,,"No"
"Nephtys paradoxa",,"II",,"II",,,,"No"
"Nephtys pente",,"II",,"II",,,,"No"
"Nephtys picta",,"II","II","II","II","II",,"No"
"Nephtys polybranchia",,"II",,"II",,,,"No"
"Nephtys pulchra",,"II",,"II",,,,"No"
"Nephtys punctata",,"I","I",,,,"I","No"
"Nephtys rubella",,"II",,"II",,,,"No"
"Nephtys simoni",,"III",,"III",,,,"No"
"Nephtys sphaerocirrata",,"II",,"II",,,,"No"
"Nephtys squamosa",,"II",,"II",,,,"No"
"Nepinnotheres pinnotheres",,"IV",,"IV",,,,"No"
"Neptunea antiqua",,"I",,"I",,,,"No"
"Neptunea despecta",,"I",,"I",,,,"No"
"Nereididae","Yes",,,,,"III",,"No"
"Nereimyra",,"III",,"III",,,,"No"
"Nereimyra punctata",,"III",,"III",,,,"No"
"Nereiphylla",,"II",,"II",,,,"No"
"Nereiphylla castanea",,"II",,"II",,,,"No"
"Nereiphylla lutea",,"II",,"II",,,,"No"
"Nereiphylla paretti",,"II",,"II",,,,"No"
"Nereiphylla pusilla",,"II",,"II",,,,"No"
"Nereiphylla rubiginosa",,"II",,"II",,,,"No"
"Nereis",,"II","II","III","II","III",,"No"
"Nereis acuminata",,"III","III",,,"III",,"No"
"Nereis allanae",,"III","III",,,"III",,"No"
"Nereis callaona",,"III",,"III",,,,"No"
"Nereis caudata",,"IV",,"IV",,,,"No"
"Nereis diversicolor",,"III",,"III",,,,"No"
"Nereis elitoralis",,"III",,"III",,,,"No"
"Nereis falcata",,"III",,"III",,,,"No"
"Nereis falsa",,"III","III","III",,"III",,"No"
"Nereis fucata",,"III",,"III",,,,"No"
"Nereis glauca",,"III",,"III",,,,"No"
"Nereis grayi",,"III","III","III","III","III",,"No"
"Nereis irrorata",,"IV",,"IV",,,,"No"
"Nereis lamellosa",,"III","III","III",,"III",,"No"
"Nereis latescens",,"II",,"II",,,,"No"
"Nereis longior",,"III",,"III",,,,"No"
"Nereis longissima",,"III",,"III",,,,"No"
"Nereis micromma",,"III","III",,,"III",,"No"
"Nereis neoneanthes",,"III",,"III",,,,"No"
"Nereis panamensis",,"III","III",,,"III",,"No"
"Nereis pelagica",,"III","III","III",,"III",,"No"
"Nereis procera",,"II","II","III",,,"II","No"
"Nereis rava",,"III",,"III",,,,"No"
"Nereis riisei",,"III","III","III",,"III",,"No"
"Nereis sinensis",,"III",,"III",,,,"No"
"Nereis succinea",,"III",,"III",,,,"No"
"Nereis vexillosa",,"II","II","III",,,"II","No"
"Nereis virens",,"III",,"III",,,,"No"
"Nereis zonata",,"III",,"III",,,,"No"
"Nerine cirratulus",,"III",,"III",,,,"No"
"Nerinides cantabra",,"II",,"II",,,,"No"
"Nerinides gilchristi",,"III",,"III",,,,"No"
"Nerinides tridentata",,"III",,"III",,,,"No"
"Nerita costata",,"I",,"I",,,,"No"
"Neritina",,"I",,"I",,,,"No"
"Neritina virginea",,"I",,"I",,,,"No"
"Neverita didyma",,"I",,"I",,,,"No"
"Neverita josephinia",,"I",,"I",,,,"No"
"Neverita reclusiana",,"I",,"I",,,,"No"
"Nicippe tumida",,"I","I","I",,,"I","No"
"Nicolea",,"II",,"II",,,,"No"
"Nicolea venustula",,"II",,"II",,,,"No"
"Nicolea zostericola",,"II",,"II",,,,"No"
"Nicomache",,"II",,"II",,,,"No"
"Nicomache lumbricalis",,"II",,"II",,,,"No"
"Nicomache maculata",,"II",,"II",,,,"No"
"Nicomache minor",,"II",,"II",,,,"No"
"Nicomache quadrispinata",,"II",,"II",,,,"No"
"Nicomache trispinata",,"II",,"II",,,,"No"
"Ninoe armoricana",,"II",,"II",,,,"No"
"Ninoe gemmea",,"II","II",,,,"II","No"
"Ninoe leptognatha",,"II",,"II",,,,"No"
"Ninoe nigripes",,"III","III",,"III",,,"No"
"Ninoe ningripes",,"II",,"II",,,,"No"
"Ninoe palmata",,"II",,"II",,,,"No"
"Ninoe tridentata",,"II","II",,,,"II","No"
"Nippoleucon hinumensis",,"IV","IV",,,,"IV","No"
"Niso aegless",,"I",,"I",,,,"No"
"Niso hendersoni",,"I",,"I",,,,"No"
"Nitidotellina hokkaidoensis",,"III",,"III",,,,"No"
"Nitidotellina iridella",,"III",,"III",,,,"No"
"Nitidotellina minuta",,"III",,"III",,,,"No"
"Nodilittorina araucana",,"II",,"II",,,,"No"
"Noemiamea dolioliformis",,"II",,"II",,,,"No"
"Nolella",,"II",,"II",,,,"No"
"Norrisia norrisi",,"I",,"I",,,,"No"
"Nothria",,"II",,"II",,,,"No"
"Nothria britannica",,"II",,"II",,,,"No"
"Nothria conchylega",,"II",,"II",,,,"No"
"Nothria geophiliformis",,"II",,"II",,,,"No"
"Nothria hispanica",,"I",,"I",,,,"No"
"Nothria hyperborea",,"II",,"II",,,,"No"
"Nothria lepta",,"I",,"I",,,,"No"
"Notirus irus",,"I",,"I",,,,"No"
"Notocirrus",,"II",,"II",,,,"No"
"Notocirrus californiensis",,"I","I",,,,"I","No"
"Notocirrus scoticus",,"II",,"II",,,,"No"
"Notomastus",,"III","III","III","III","III","III","No"
"Notomastus aberans",,"III",,"III",,,,"No"
"Notomastus americanus",,"III","III","III",,"III",,"No"
"Notomastus daueri",,"III","III","III",,"III",,"No"
"Notomastus exsertilis",,"III",,"III",,,,"No"
"Notomastus hemipodus",,"III","III","III",,"III","III","No"
"Notomastus latericeus",,"II","II","III","III","III","II","No"
"Notomastus lineatus",,"III","III","III",,"III",,"No"
"Notomastus lobatus",,"III","III","III","III","III",,"No"
"Notomastus profundus",,"III",,"III",,,,"No"
"Notomastus tenuis",,"III","III","III",,"III","III","No"
"Notophyllum foliosum",,"II",,"II",,,,"No"
"Notoproctus oculatus",,"I",,"I",,,,"No"
"Nototropis swammerdami",,"I",,"I",,,,"No"
"Nucula",,"I","I","I","I",,,"No"
"Nucula annulata",,"I",,"I",,,,"No"
"Nucula faba",,"I",,"I",,,,"No"
"Nucula hanleyi",,"I",,"I",,,,"No"
"Nucula nipponica",,"I",,"I",,,,"No"
"Nucula nitida",,"I",,"I",,,,"No"
"Nucula nitidosa",,"I",,"I",,,,"No"
"Nucula nucleus",,"I",,"I",,,,"No"
"Nucula paulula",,"I",,"I",,,,"No"
"Nucula proxima",,"I","I","I","I","I",,"No"
"Nucula semiornata",,"I",,"I",,,,"No"
"Nucula sulcata",,"I",,"I",,,,"No"
"Nucula tenuis",,"II",,"II",,,,"No"
"Nucula tumidula",,"I",,"I",,,,"No"
"Nucula turgida",,"I",,"I",,,,"No"
"Nuculana",,"I","I",,,"I",,"No"
"Nuculana acuta",,"II","II","I",,"II",,"No"
"Nuculana commutata",,"I",,"I",,,,"No"
"Nuculana concentrica",,"I",,"I",,,,"No"
"Nuculana elenensis",,"II",,"II",,,,"No"
"Nuculana fragilis",,"I",,"I",,,,"No"
"Nuculana hamata",,"II","II",,,,"II","No"
"Nuculana minuta",,"II","II","I",,,"II","No"
"Nuculana pella",,"I",,"I",,,,"No"
"Nuculana penderi",,"II",,"II",,,,"No"
"Nuculana pernula",,"I",,"I",,,,"No"
"Nuculana taphria",,"II","II","II",,,"II","No"
"Nuculoma tenuis",,"II",,"II",,,,"No"
"Nudisyllis divaricata",,"II",,"II",,,,"No"
"Nudisyllis pulligera",,"II",,"II",,,,"No"
"Nursilia dentata",,"I",,"I",,,,"No"
"Nutricola",,"II","II",,,,"II","No"
"Nutricola lordi",,"II","II",,,,"II","No"
"Nutricola ovalis",,"II","II","II",,,"II","No"
"Nutricola tantilla",,"III","III","III",,,"III","No"
"Nymphon",,"I",,"I",,,,"No"
"Nymphon brevirostre",,"I",,"I",,,,"No"
"Nymphon gracile",,"I",,"I",,,,"No"
"Nymphon grossipes",,"I",,"I",,,,"No"
"Nymphon rubrum",,"I",,"I",,,,"No"
"Obelia",,"II",,"II",,,,"No"
"Obelia bidentata",,"II",,"II",,,,"No"
"Obelia dichotoma",,"II",,"II",,,,"No"
"Obelia geniculata",,"II",,"II",,,,"No"
"Obelia longissima",,"II",,"II",,,,"No"
"Obtusella intersecta",,"I",,"I",,,,"No"
"Oceaniidae",,"I",,"I",,,,"No"
"Ocenebra erinacea",,"II",,"II",,,,"No"
"Ocenebra erinaceus",,"II",,"II",,,,"No"
"Ocinebrina",,"II",,"II",,,,"No"
"Ocinebrina aciculata",,"II",,"II",,,,"No"
"Ocnus lacteus",,"I",,"I",,,,"No"
"Octobranchus",,"II",,"II",,,,"No"
"Octobranchus floriceps",,"II",,"II",,,,"No"
"Octobranchus lingulatus",,"II",,"II",,,,"No"
"Odontaster pinicillatus",,"I",,"I",,,,"No"
"Odontosyllis",,"III","III","II",,"III",,"No"
"Odontosyllis ctenostoma",,"II",,"II",,,,"No"
"Odontosyllis enopla",,"II","II","II","II","III",,"No"
"Odontosyllis fulgurans",,"II",,"II",,,,"No"
"Odontosyllis gibba",,"II",,"II",,,,"No"
"Odontosyllis phosphorea",,"II","II","II",,,"II","No"
"Odostomia",,"II","II","II","II","II",,"No"
"Odostomia acuta",,"II",,"II",,,,"No"
"Odostomia carrozzai",,"II",,"II",,,,"No"
"Odostomia conoidea",,"II",,"II",,,,"No"
"Odostomia engonia",,"II","II","II","II",,,"No"
"Odostomia eulimoides",,"II",,"II",,,,"No"
"Odostomia laevigata",,"II","II","II",,"II",,"No"
"Odostomia plicata",,"II",,"II",,,,"No"
"Odostomia scalaris",,"II",,"II",,,,"No"
"Odostomia turrita",,"II",,"II",,,,"No"
"Odostomia unidentata",,"II",,"II",,,,"No"
"Odostomia weberi",,"II","II",,,"II",,"No"
"Oenone fulgida",,"III",,"III",,,,"No"
"Oenopota",,"I",,"I",,,,"No"
"Oenopota fidicula",,"I","I",,,,"I","No"
"Oenopota turricula",,"I",,"I",,,,"No"
"Oerstedia",,"III",,"III",,,,"No"
"Oerstedia dorsalis",,"III",,"III",,,,"No"
"Oestergrenia thomsoni",,"I",,"I",,,,"No"
"Ogyrides",,"I",,"I",,,,"No"
"Ogyrides alphaerostris",,"I","I","I","II","I",,"No"
"Ogyrides orientalis",,"I",,"I",,,,"No"
"Okenia",,"I",,"I",,,,"No"
"Okenia leachii",,"I",,"I",,,,"No"
"Olea hansineensis",,"I",,"I",,,,"No"
"Oligochaeta","Yes",,,"V",,,"V","Yes"
"Oliva lignaria",,"I",,"I",,,,"No"
"Oliva sayana",,"I",,"I",,,,"No"
"Olivella",,"I","I","I",,"I","I","No"
"Olivella baetica",,"I","I","I",,,"I","No"
"Olivella biplicata",,"I",,"I",,,,"No"
"Olivella perplexa",,"I","I",,,"I",,"No"
"Olivella pycna",,"I","I",,,,"I","No"
"Onchidoris",,"I",,"I",,,,"No"
"Onchidoris muricata",,"I",,"I",,,,"No"
"Onchnesoma",,"I",,"I",,,,"No"
"Onchnesoma squamatum",,"I",,"I",,,,"No"
"Onchnesoma steenstrupi",,"I",,"I",,,,"No"
"Ondina",,"II",,"II",,,,"No"
"Onoba",,"I",,"I",,,,"No"
"Onoba aculeus",,"I",,"I",,,,"No"
"Onoba semicostata",,"I",,"I",,,,"No"
"Onoba vitrea",,"I",,"I",,,,"No"
"Onuphidae","Yes",,,"II",,,,"No"
"Onuphis",,"II","II","II",,,"II","No"
"Onuphis conchylega",,"II",,"II",,,,"No"
"Onuphis elegans",,"II","II",,,,"II","No"
"Onuphis eremita",,"II",,"II",,,,"No"
"Onuphis falesia",,"II",,"II",,,,"No"
"Onuphis geophiliformis",,"II","II","II",,,"II","No"
"Onuphis iridescens",,"II","II",,,,"II","No"
"Onuphis quadricuspis",,"I",,"I",,,,"No"
"Opercularella lacerata",,"I",,"I",,,,"No"
"Opercularella panicula",,"I",,"I",,,,"No"
"Opercularella pumila",,"II",,"II",,,,"No"
"Ophelia",,"I",,"I",,,,"No"
"Ophelia acuminata",,"III",,"III",,,,"No"
"Ophelia assimilis",,"I","I","I",,,"I","No"
"Ophelia bicornis",,"I",,"I",,,,"No"
"Ophelia borealis",,"I",,"I",,,,"No"
"Ophelia denticulata",,"I",,"I",,,,"No"
"Ophelia limacina",,"I","I","I",,,"I","No"
"Ophelia neglecta",,"I",,"I",,,,"No"
"Ophelia rathkei",,"I",,"I",,,,"No"
"Ophelia roscoffensis",,"I",,"I",,,,"No"
"Ophelina abranchiata",,"I",,"I",,,,"No"
"Ophelina acuminata",,"II","II","III","III",,"II","No"
"Ophelina aulogaster",,"I",,"I",,,,"No"
"Ophelina cylindricaudata",,"I",,"I",,,,"No"
"Ophelina minima",,"I",,"I",,,,"No"
"Ophelina modesta",,"III",,"III",,,,"No"
"Ophelina norvegica",,"I",,"I",,,,"No"
"Ophiacantha bidentata",,"II",,"II",,,,"No"
"Ophiacantha setosa",,"II",,"II",,,,"No"
"Ophiactidae","Yes",,,"II",,,,"No"
"Ophiactis",,"II",,"II",,,,"No"
"Ophiactis balli",,"II",,"II",,,,"No"
"Ophiactis quinqueradia",,"II",,"II",,,,"No"
"Ophiactis savignyi",,"II",,"II",,,,"No"
"Ophiocentrus brachiatus",,"I",,"I",,,,"No"
"Ophiocoma wendtii",,"I",,"I",,,,"No"
"Ophiocomina nigra",,"I",,"I",,,,"No"
"Ophiocten affinis",,"II",,"II",,,,"No"
"Ophiocten gracilis",,"II",,"II",,,,"No"
"Ophioderma brevispina",,"II","II",,,"II",,"No"
"Ophioderma brevispinum",,"II","II",,,"II",,"No"
"Ophiodromus",,"II","II","II",,"II",,"No"
"Ophiodromus agilis",,"II",,"II",,,,"No"
"Ophiodromus angutifrons",,"II",,"II",,,,"No"
"Ophiodromus flexuosus",,"II",,"II",,,,"No"
"Ophiodromus obscura",,"I",,"I",,,,"No"
"Ophiodromus obscurus",,"I","I",,"I",,,"No"
"Ophiodromus pallidus",,"II",,"II",,,,"No"
"Ophiodromus pugettensis",,"III","III","III",,,"III","No"
"Ophioglycera lyra",,"II",,"II",,,,"No"
"Ophiolepis impressa",,"II",,"II",,,,"No"
"Ophiopholis",,"II",,"II",,,,"No"
"Ophiopholis aculeata",,"II",,"II",,,,"No"
"Ophiopholis mirabilis",,"II",,"II",,,,"No"
"Ophiophragmus filograneus",,"II","II","II","II",,,"No"
"Ophiophragmus japonicus",,"II",,"II",,,,"No"
"Ophiopsila",,"I",,"I",,,,"No"
"Ophiopsila annulosa",,"I",,"I",,,,"No"
"Ophiopsila aranea",,"I",,"I",,,,"No"
"Ophiopsila guineensis",,"I",,"I",,,,"No"
"Ophiothrix",,"I",,"I",,,,"No"
"Ophiothrix fragilis",,"I",,"I",,,,"No"
"Ophiothrix oerstedii",,"I",,"I",,,,"No"
"Ophiothrix quinquemaculata",,"I",,"I",,,,"No"
"Ophiothrix savigny",,"I",,"I",,,,"No"
"Ophiothrix spiculata",,"II",,"II",,,,"No"
"Ophiura",,"II",,"II",,,,"No"
"Ophiura affinis",,"II",,"II",,,,"No"
"Ophiura albida",,"II",,"II",,,,"No"
"Ophiura carnea",,"II",,"II",,,,"No"
"Ophiura grubei",,"II",,"II",,,,"No"
"Ophiura kinbergi",,"II",,"II",,,,"No"
"Ophiura kinhergi",,"II",,"II",,,,"No"
"Ophiura lacertosa",,"II",,"II",,,,"No"
"Ophiura luetkenii",,"II","II",,,,"II","No"
"Ophiura ophiura",,"II",,"II",,,,"No"
"Ophiura robusta",,"II",,"II",,,,"No"
"Ophiura sarsii",,"II",,"II",,,,"No"
"Ophiura texturata",,"II",,"II",,,,"No"
"Ophiuridae","Yes",,,"II",,,,"No"
"Ophiuroconis bispinosa",,"II",,"II",,,,"No"
"Ophiuroidea","Yes",,,"II",,"II",,"No"
"Ophryotrocha",,"IV",,"IV",,,,"No"
"Ophryotrocha baccii",,"IV",,"IV",,,,"No"
"Ophryotrocha dubia",,"IV",,"IV",,,,"No"
"Ophryotrocha geryonicola",,"IV",,"IV",,,,"No"
"Ophryotrocha gracilis",,"I",,"I",,,,"No"
"Ophryotrocha hartmanni",,"IV",,"IV",,,,"No"
"Ophryotrocha labronica",,"IV",,"IV",,,,"No"
"Ophryotrocha longidentata",,"IV",,"IV",,,,"No"
"Ophryotrocha puerilis",,"IV",,"IV",,,,"No"
"Opisthodonta",,"III","III","II",,"III",,"No"
"Opisthodonta pterochaeta",,"II",,"II",,,,"No"
"Opisthodonta spinigera",,"II",,"II",,,,"No"
"Opisthosyllis",,"III","III",,,"III",,"No"
"Oratosquilla oratoria",,"I",,"I",,,,"No"
"Orbinia",,"I",,"I",,,,"No"
"Orbinia americana",,"I",,"I",,,,"No"
"Orbinia armandi",,"I",,"I",,,,"No"
"Orbinia bioreti",,"I",,"I",,,,"No"
"Orbinia cuvieri",,"I",,"I",,,,"No"
"Orbinia foetida",,"I",,"I",,,,"No"
"Orbinia grubei",,"I",,"I",,,,"No"
"Orbinia latreillii",,"I",,"I",,,,"No"
"Orbinia norvegica",,"I",,"I",,,,"No"
"Orbinia sertulata",,"I",,"I",,,,"No"
"Orchomene",,"II",,"II",,,,"No"
"Orchomene humilis",,"II",,"II",,,,"No"
"Orchomene massiliensis",,"II",,"II",,,,"No"
"Orchomene nana",,"I",,"I",,,,"No"
"Orchomene pacificus",,"II","II",,,,"II","No"
"Orchomene pinguis",,"II","II",,,,"II","No"
"Orchomene similis",,"II",,"II",,,,"No"
"Orchomenella",,"II",,"II",,,,"No"
"Orchomenella minuta",,"II","II",,"II",,,"No"
"Orchomenella nana",,"II",,"II",,,,"No"
"Orchomenella nanus",,"II",,"II",,,,"No"
"Orchomenella pacificus",,"II","II",,,,"II","No"
"Oreaster reticulatus",,"I",,"I",,,,"No"
"Oregonia gracilis",,"I","I",,,,"I","No"
"Oridia armandi",,"II",,"II",,,,"No"
"Oriopsis",,"II",,"II",,,,"No"
"Oriopsis armandi",,"II",,"II",,,,"No"
"Oriopsis brevicollaris",,"II",,"II",,,,"No"
"Oriopsis eimeri",,"II",,"II",,,,"No"
"Ostracoda",,"II",,"II",,,,"No"
"Ostrea",,"I",,"I",,,,"No"
"Ostrea edulis",,"I",,"I",,,,"No"
"Ostreidae","Yes",,,"I",,,,"No"
"Otopsis",,"II",,"II",,,,"No"
"Owenia",,"I","I","I",,"I",,"No"
"Owenia collaris",,"I","I","I",,,"I","No"
"Owenia filiformis",,"II",,"II",,,,"No"
"Owenia fusiformis",,"I","I","II","I","II","I","No"
"Owenia polaris",,"I",,"I",,,,"No"
"Oxydromus propinquus",,"II",,"II",,,,"No"
"Oxyurostylis",,"II","II","I",,"II",,"No"
"Oxyurostylis lecroyae",,"II","II","I",,"II",,"No"
"Oxyurostylis pacifica",,"I","I","I",,,"I","No"
"Oxyurostylis smithi",,"II","II","I","I","II",,"No"
"Oxyurostylis tertia",,"I",,"I",,,,"No"
"Pachycerianthus",,"II","II","I",,,"II","No"
"Pachygrapsus marmoratus",,"II",,"II",,,,"No"
"Pachynus barnardi",,"I","I","I",,,"I","No"
"Pacifacanthomysis nephrophthalma",,"II",,"II",,,,"No"
"Pacifoculodes zernovi",,"I","I",,,,"I","No"
"Pagastiella",,"IV",,"IV",,,,"No"
"Pagastiella orophila",,"IV",,"IV",,,,"No"
"Paguristes",,"II","II",,,"II",,"No"
"Paguristes eremita",,"II",,"II",,,,"No"
"Pagurus",,"II","II","II","II",,"II","No"
"Pagurus alatus",,"II",,"II",,,,"No"
"Pagurus anachoretus",,"II",,"II",,,,"No"
"Pagurus bernhardus",,"II",,"II",,,,"No"
"Pagurus cuanensis",,"II",,"II",,,,"No"
"Pagurus excavatus",,"II",,"II",,,,"No"
"Pagurus longicarpus",,"II","II",,,"II",,"No"
"Pagurus maclaughlinae",,"II",,"II",,,,"No"
"Pagurus prideaux",,"II",,"II",,,,"No"
"Palaemon elegans",,"I",,"I",,,,"No"
"Palaemon gravieri",,"I",,"I",,,,"No"
"Palaemon longirostris",,"I",,"I",,,,"No"
"Palaemon serratus",,"I",,"I",,,,"No"
"Palaemon varians",,"I",,"I",,,,"No"
"Palaemonella holmesi",,"I",,"I",,,,"No"
"Palaemonetes",,"I",,"I",,,,"No"
"Palaemonetes varians",,"I",,"I",,,,"No"
"Palaeonemertea","Yes",,,,,"II",,"No"
"Paleanotus",,"II","II",,,"II",,"No"
"Paleanotus bellis",,"II","II","II",,,"II","No"
"Paleanotus chrysolepis",,"I",,"I",,,,"No"
"Paleanotus debilis",,"I",,"I",,,,"No"
"Paleanotus heteroseta",,"II","II",,,"II",,"No"
"Paleaquor heteroseta",,"I","I",,,"I",,"No"
"Paleonemertea","Yes",,,,,"II",,"No"
"Palliolum",,"I",,"I",,,,"No"
"Palliolum hyalinum",,"I",,"I",,,,"No"
"Palliolum incomparabile",,"I",,"I",,,,"No"
"Palliolum striatum",,"I",,"I",,,,"No"
"Palliolum tigerinum",,"I",,"I",,,,"No"
"Pandalina brevirostris",,"II",,"II",,,,"No"
"Pandalus",,"II",,"II",,,,"No"
"Pandalus bonnieri",,"II",,"II",,,,"No"
"Pandalus brevirostris",,"II",,"II",,,,"No"
"Pandalus montagui",,"II",,"II",,,,"No"
"Pandocia fibrosa",,"II",,"II",,,,"No"
"Pandora",,"I",,"I",,,,"No"
"Pandora albida",,"I",,"I",,,,"No"
"Pandora bilirata",,"II","II",,,,"II","No"
"Pandora filosa",,"II","II",,,,"II","No"
"Pandora gouldiana",,"I","I",,"I",,,"No"
"Pandora inaequivalvis",,"I",,"I",,,,"No"
"Pandora pinna",,"I",,"I",,,,"No"
"Panomya arctica",,"II",,"II",,,,"No"
"Panomya norvegica",,"II",,"II",,,,"No"
"Panoploea minuta",,"I",,"I",,,,"No"
"Paphia aurea",,"I",,"I",,,,"No"
"Paphia galus",,"I",,"I",,,,"No"
"Paphia rhomboides",,"I",,"I",,,,"No"
"Papillicardium papillosum",,"I",,"I",,,,"No"
"Paracaprella tenuis",,"I","I",,"I",,,"No"
"Paracentrotus lividus",,"I",,"I",,,,"No"
"Paracerceis",,"III","III","III",,,"III","No"
"Paracerceis caudata",,"III","III","III",,"III",,"No"
"Paracerceis cordata",,"III",,"III",,,,"No"
"Paracerceis sculpta",,"III","III","III",,,"III","No"
"Parachironomus",,"III",,"III",,,,"No"
"Parachironomus frequens",,"III",,"III",,,,"No"
"Parachironomus monochromus",,"III",,"III",,,,"No"
"Paracorophium",,"III","III",,,,"III","No"
"Paracucumaria hyndmani",,"I",,"I",,,,"No"
"Paradexamine",,"III",,"III",,,,"No"
"Paradialychone",,"I","I",,,"I",,"No"
"Paradialychone americana",,"I","I",,,"I",,"No"
"Paradiopatra",,"I",,"I",,,,"No"
"Paradiopatra calliopae",,"I",,"I",,,,"No"
"Paradiopatra capbretonensis",,"I",,"I",,,,"No"
"Paradiopatra fiordica",,"I",,"I",,,,"No"
"Paradiopatra hartmanae",,"II",,"II",,,,"No"
"Paradiopatra hispanica",,"I",,"I",,,,"No"
"Paradiopatra lepta",,"I",,"I",,,,"No"
"Paradiopatra neapolitana",,"I",,"I",,,,"No"
"Paradiopatra parva",,"II","II","II",,,"II","No"
"Paradiopatra quadricuspis",,"I",,"I",,,,"No"
"Paradoneis",,"III",,"III",,,,"No"
"Paradoneis armata",,"III",,"III",,,,"No"
"Paradoneis drachi",,"III",,"III",,,,"No"
"Paradoneis eliasoni",,"III",,"III",,,,"No"
"Paradoneis fulgens",,"III",,"III",,,,"No"
"Paradoneis harpagonea",,"III",,"III",,,,"No"
"Paradoneis ilvana",,"III",,"III",,,,"No"
"Paradoneis lyra",,"III","III","III","III","III",,"No"
"Paradoneis lyriformis",,"III",,"III",,,,"No"
"Paradulichia",,"I",,"I",,,,"No"
"Paradulichia typica",,"I",,"I",,,,"No"
"Paraedwardsia arenaria",,"II",,"II",,,,"No"
"Paraedwardsia sarsi",,"II",,"II",,,,"No"
"Paraehlersia",,"II",,"II",,,,"No"
"Paraehlersia ferrugina",,"II",,"II",,,,"No"
"Paragnathia formica",,"III",,"III",,,,"No"
"Parahaustorius",,"I",,"I",,,,"No"
"Parahaustorius longimerus",,"I","I",,"I",,,"No"
"Parahesione",,"II","II","II",,"II",,"No"
"Parahesione luteola",,"II","II","II",,"II",,"No"
"Parajassa pelagica",,"II",,"II",,,,"No"
"Paralacydonia paradoxa",,"II",,"II",,,,"No"
"Paraleiocapitella",,"V",,"V",,,,"No"
"Paraleiocapitella mossambica",,"V",,"V",,,,"No"
"Paraleonnates uschakovi",,"III",,"III",,,,"No"
"Paraleptognathia gracilis",,"I",,"I",,,,"No"
"Paramage scutata",,"II","II","II",,,"II","No"
"Parametaphoxus fultoni",,"I",,"I",,,,"No"
"Parametopa",,"II",,"II",,,,"No"
"Paramicrodeutopus myersi",,"I","I",,,"I",,"No"
"Paramicrodeutopus schmitti",,"II","II","II",,,"II","No"
"Paramphicteis angustifolia",,"II",,"II",,,,"No"
"Paramphilochoides intermedius",,"II",,"II",,,,"No"
"Paramphilochoides odontonyx",,"II",,"II",,,,"No"
"Paramphinome",,"III",,"III",,,,"No"
"Paramphinome jeffreysii",,"III",,"III",,,,"No"
"Paramphitrite birulai",,"I",,"I",,,,"No"
"Paramphitrite tetrabranchia",,"I",,"I",,,,"No"
"Paramysis helleri",,"II",,"II",,,,"No"
"Paranais",,"V",,"V",,,,"Yes"
"Paranais frici",,"V",,"V",,,,"Yes"
"Paranais litoralis",,"V",,"V",,,,"Yes"
"Paranaitis",,"II",,"II",,,,"No"
"Paranaitis kosteriensis",,"II",,"II",,,,"No"
"Paranaitis lineata",,"II",,"II",,,,"No"
"Paranaitis polynoides",,"II","II","II",,,"II","No"
"Paranaitis pusilla",,"II",,"II",,,,"No"
"Paranaitis speciosa",,"II",,"II",,,,"No"
"Parandalia",,"II","II",,,"II",,"No"
"Parandalia americana",,"II","II",,,"II",,"No"
"Parandalia fauveli",,"II","II","II",,"II","II","No"
"Parandalia ocularis",,"II","II",,,"II","II","No"
"Parandalia tricuspis",,"II","II",,,"II",,"No"
"Paranemertes californica",,"III","III","III",,,"III","No"
"Paranemertes peregrina",,"II","II",,,,"II","No"
"Paraninoe brevipes",,"II","II","II","II",,,"No"
"Paranthura",,"III",,"III",,,,"No"
"Paranthura elegans",,"III","III","III",,,"III","No"
"Paranthura nigropunctata",,"I",,"I",,,,"No"
"Paraonella",,"I",,"I",,,,"No"
"Paraonella platybranchia",,"I","I","I",,,"I","No"
"Paraonides",,"III",,"III",,,,"No"
"Paraonides lyra",,"III",,"III",,,,"No"
"Paraonides neapolitana",,"III",,"III",,,,"No"
"Paraonis",,"III",,"III",,,,"No"
"Paraonis fulgens",,"II","II","III","II",,,"No"
"Paraonis gracilis",,"III",,"III",,,,"No"
"Paraonis lyra",,"III",,"III",,,,"No"
"Parapenaeopsis cultirostris",,"I",,"I",,,,"No"
"Parapenaeopsis hardwickii",,"I",,"I",,,,"No"
"Paraphoxus",,"II",,"II",,,,"No"
"Paraphoxus oculatus",,"II",,"II",,,,"No"
"Paraphoxus spinosus",,"II","II","II","II",,,"No"
"Parapionosyllis",,"I","I","II","I","III",,"No"
"Parapionosyllis brevicirra",,"II",,"II",,,,"No"
"Parapionosyllis cabezali",,"II",,"II",,,,"No"
"Parapionosyllis elegans",,"II",,"II",,,,"No"
"Parapionosyllis gestans",,"II",,"II",,,,"No"
"Parapionosyllis labronica",,"II",,"II",,,,"No"
"Parapionosyllis longicirrata",,"I","I",,"I","III",,"No"
